DOSBox version 0.72
Copyright 2002-2007 DOSBox Team, published under GNU GPL.
---
CONFIG:Loading primary settings from config file /home/fraggle/.dosboxrc
MIDI:Can't find device:alsa, finding default handler.
MIDI:Opened device:none
OPL_write: 0, 4
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 4
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 21
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_write: 0, 4
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_write: 1, 60
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 4
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 80
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 4
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 60
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 4
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 80
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 2
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, ff
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 4
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 21
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_write: 0, 4
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_read: 0 -> c0
OPL_write: 1, 60
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 4
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 80
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 40
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 3f
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 41
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 3f
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 42
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 3f
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 43
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 3f
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 44
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 3f
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 45
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 3f
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 0, 46
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_read: 0 -> 0
OPL_write: 1, 3f
